id,label,parent,value
89748001_23,null,15902003_11,3
308882008,null,,1
70418001,null,,1
48974009,null,,1
62366003_29,null,15902003_11,1
48974009,null,,1
16694003_13,null,15902003_11,1
70418001,null,,1
64121000_4,null,37372002_3,5
12274003_7,null,64121000_4,4
89748001_24,null,12274003_7,3
308882008,null,,1
70418001,null,,1
48974009,null,,1
111353003_15,null,12274003_7,1
48974009,null,,1
15902003_12,null,64121000_4,3
89748001_25,null,15902003_12,3
308882008,null,,1
70418001,null,,1
48974009,null,,1
62366003_30,null,15902003_12,1
48974009,null,,1
16694003_14,null,15902003_12,1
70418001,null,,1
55617001_6,null,64121000_4,2
62366003_31,null,55617001_6,1
48974009,null,,1
111353003_16,null,55617001_6,1
48974009,null,,1
90489006,null,,1
48658001_4,null,64121000_4,1
90489006,null,,1
40845000_1,null,119292006_1,25
14511000119108,null,,1
85942002_3,null,40845000_1,10
235710003_5,null,85942002_3,6
54822007_8,null,235710003_5,2
16121001_13,null,54822007_8,1
2783007_17,null,16121001_13,1
35517004_17,null,2783007_17,1
77987006,null,,1
30514008_43,null,2783007_17,1
77987006,null,,1
196707000_17,null,16121001_13,1
30514008_44,null,196707000_17,1
77987006,null,,1
51868009_9,null,235710003_5,4
1197691004,null,,1
235692002,null,,1
79806007,null,,1
724534002,null,,1
871633002,null,,1
235766003_6,null,85942002_3,3
46761000087106,null,,1
46040000_9,null,235766003_6,2
55957000,null,,1
64766004_17,null,46040000_9,1
445243001_17,null,64766004_17,1
13200003_2,null,40845000_1,17
88169003_3,null,13200003_2,2
12625009_3,null,88169003_3,1
90489006,null,,1
79118000_4,null,88169003_3,1
19850005_19,null,79118000_4,1
48974009,null,,1
111353003_17,null,79118000_4,1
48974009,null,,1
9829001_12,null,88169003_3,1
19850005_20,null,9829001_12,1
48974009,null,,1
62366003_32,null,9829001_12,1
48974009,null,,1
55617001_7,null,88169003_3,2
62366003_33,null,55617001_7,1
48974009,null,,1
111353003_18,null,55617001_7,1
48974009,null,,1
90489006,null,,1
30811009_4,null,13200003_2,2
439955006_6,null,30811009_4,1
40719004,null,,1
196682000_2,null,13200003_2,7
415623008_2,null,196682000_2,2
23649000,null,,1
415624002_6,null,415623008_2,1
308882008,null,,1
45485004_3,null,196682000_2,1
67964002_11,null,45485004_3,1
30514008_45,null,67964002_11,1
77987006,null,,1
79118000_5,null,196682000_2,1
19850005_21,null,79118000_5,1
48974009,null,,1
111353003_19,null,79118000_5,1
48974009,null,,1
12274003_8,null,196682000_2,4
89748001_26,null,12274003_8,3
308882008,null,,1
70418001,null,,1
48974009,null,,1
111353003_20,null,12274003_8,1
48974009,null,,1
95529005_5,null,196682000_2,5
89748001_27,null,95529005_5,3
308882008,null,,1
70418001,null,,1
48974009,null,,1
67964002_12,null,95529005_5,1
30514008_46,null,67964002_12,1
77987006,null,,1
19850005_22,null,95529005_5,1
48974009,null,,1
415624002_7,null,95529005_5,1
308882008,null,,1
196707000_18,null,95529005_5,1
30514008_47,null,196707000_18,1
77987006,null,,1
500790491000119109,null,,1
717863000_3,null,13200003_2,1
16121001_14,null,717863000_3,1
2783007_18,null,16121001_14,1
35517004_18,null,2783007_18,1
77987006,null,,1
30514008_48,null,2783007_18,1
77987006,null,,1
196707000_19,null,16121001_14,1
30514008_49,null,196707000_19,1
77987006,null,,1
64121000_5,null,13200003_2,5
12274003_9,null,64121000_5,4
89748001_28,null,12274003_9,3
308882008,null,,1
70418001,null,,1
48974009,null,,1
111353003_21,null,12274003_9,1
48974009,null,,1
15902003_13,null,64121000_5,3
89748001_29,null,15902003_13,3
308882008,null,,1
70418001,null,,1
48974009,null,,1
62366003_34,null,15902003_13,1
48974009,null,,1
16694003_15,null,15902003_13,1
70418001,null,,1
55617001_8,null,64121000_5,2
62366003_35,null,55617001_8,1
48974009,null,,1
111353003_22,null,55617001_8,1
48974009,null,,1
90489006,null,,1
48658001_5,null,64121000_5,1
90489006,null,,1
786068005_2,null,13200003_2,1
37442009_2,null,13200003_2,2
45485004_4,null,37442009_2,1
67964002_13,null,45485004_4,1
30514008_50,null,67964002_13,1
77987006,null,,1
73481001_5,null,37442009_2,1
67964002_14,null,73481001_5,1
30514008_51,null,67964002_14,1
77987006,null,,1
2783007_19,null,73481001_5,1
35517004_19,null,2783007_19,1
77987006,null,,1
30514008_52,null,2783007_19,1
77987006,null,,1
51868009_10,null,13200003_2,4
1197691004,null,,1
235692002,null,,1
79806007,null,,1
724534002,null,,1
397825006_4,null,13200003_2,7
9829001_13,null,397825006_4,1
19850005_23,null,9829001_13,1
48974009,null,,1
62366003_36,null,9829001_13,1
48974009,null,,1
15902003_14,null,397825006_4,3
89748001_30,null,15902003_14,3
308882008,null,,1
70418001,null,,1
48974009,null,,1
62366003_37,null,15902003_14,1
48974009,null,,1
16694003_16,null,15902003_14,1
70418001,null,,1
73481001_6,null,397825006_4,1
67964002_15,null,73481001_6,1
30514008_53,null,67964002_15,1
77987006,null,,1
2783007_20,null,73481001_6,1
35517004_20,null,2783007_20,1
77987006,null,,1
30514008_54,null,2783007_20,1
77987006,null,,1
79806007,null,,1
16121001_15,null,397825006_4,1
2783007_21,null,16121001_15,1
35517004_21,null,2783007_21,1
77987006,null,,1
30514008_55,null,2783007_21,1
77987006,null,,1
196707000_20,null,16121001_15,1
30514008_56,null,196707000_20,1
77987006,null,,1
235651006_4,null,397825006_4,1
956321981000119108,null,,1
95529005_6,null,397825006_4,5
89748001_31,null,95529005_6,3
308882008,null,,1
70418001,null,,1
48974009,null,,1
67964002_16,null,95529005_6,1
30514008_57,null,67964002_16,1
77987006,null,,1
19850005_24,null,95529005_6,1
48974009,null,,1
415624002_8,null,95529005_6,1
308882008,null,,1
196707000_21,null,95529005_6,1
30514008_58,null,196707000_21,1
77987006,null,,1
500790491000119109,null,,1
1197707003,null,,1
717862005,null,,1
126765001_1,null,119292006_1,1
786068005_3,null,126765001_1,1
128398001_2,null,84410009_1,1
715852004_3,null,128398001_2,1
266071000_5,null,715852004_3,1
724534002,null,,1
312153005_3,null,715852004_3,1
724534002,null,,1
128999004_1,null,84410009_1,3
16761005_3,null,128999004_1,1
439955006_7,null,16761005_3,1
40719004,null,,1
24526004_1,null,128999004_1,1
64766004_18,null,24526004_1,1
445243001_18,null,64766004_18,1
1187638005_3,null,128999004_1,1
302168000_6,null,1187638005_3,1
64226004_9,null,302168000_6,1
64766004_19,null,64226004_9,1
445243001_19,null,64766004_19,1
95518006_2,null,128999004_1,1
14511000119108,null,,1
128415001_1,null,84410009_1,1
126768004_2,null,128415001_1,1
428905002_2,null,126768004_2,1
1304123001_4,null,428905002_2,1
363349007_10,null,1304123001_4,1
276811008_11,null,363349007_10,1
448709005_11,null,276811008_11,1
449222008,null,,1
449072004_2,null,428905002_2,1
276811008_12,null,449072004_2,1
448709005_12,null,276811008_12,1
449222008,null,,1
254533000_3,null,126768004_2,1
1304123001_5,null,254533000_3,1
363349007_11,null,1304123001_5,1
276811008_13,null,363349007_11,1
448709005_13,null,276811008_13,1
449222008,null,,1
126824007_6,null,254533000_3,1
363349007_12,null,126824007_6,1
276811008_14,null,363349007_12,1
448709005_14,null,276811008_14,1
449222008,null,,1
50410009_1,null,84410009_1,20
119291004_2,null,50410009_1,19
13200003_3,null,119291004_2,17
88169003_4,null,13200003_3,2
12625009_4,null,88169003_4,1
90489006,null,,1
79118000_6,null,88169003_4,1
19850005_25,null,79118000_6,1
48974009,null,,1
111353003_23,null,79118000_6,1
48974009,null,,1
9829001_14,null,88169003_4,1
19850005_26,null,9829001_14,1
48974009,null,,1
62366003_38,null,9829001_14,1
48974009,null,,1
55617001_9,null,88169003_4,2
62366003_39,null,55617001_9,1
48974009,null,,1
111353003_24,null,55617001_9,1
48974009,null,,1
90489006,null,,1
30811009_5,null,13200003_3,2
439955006_8,null,30811009_5,1
40719004,null,,1
196682000_3,null,13200003_3,7
415623008_3,null,196682000_3,2
23649000,null,,1
415624002_9,null,415623008_3,1
308882008,null,,1
45485004_5,null,196682000_3,1
67964002_17,null,45485004_5,1
30514008_59,null,67964002_17,1
77987006,null,,1
79118000_7,null,196682000_3,1
19850005_27,null,79118000_7,1
48974009,null,,1
111353003_25,null,79118000_7,1
48974009,null,,1
12274003_10,null,196682000_3,4
89748001_32,null,12274003_10,3
308882008,null,,1
70418001,null,,1
48974009,null,,1
111353003_26,null,12274003_10,1
48974009,null,,1
95529005_7,null,196682000_3,5
89748001_33,null,95529005_7,3
308882008,null,,1
70418001,null,,1
48974009,null,,1
67964002_18,null,95529005_7,1
30514008_60,null,67964002_18,1
77987006,null,,1
19850005_28,null,95529005_7,1
48974009,null,,1
415624002_10,null,95529005_7,1
308882008,null,,1
196707000_22,null,95529005_7,1
30514008_61,null,196707000_22,1
77987006,null,,1
500790491000119109,null,,1
717863000_4,null,13200003_3,1
16121001_16,null,717863000_4,1
2783007_22,null,16121001_16,1
35517004_22,null,2783007_22,1
77987006,null,,1
30514008_62,null,2783007_22,1
77987006,null,,1
196707000_23,null,16121001_16,1
30514008_63,null,196707000_23,1
77987006,null,,1
64121000_6,null,13200003_3,5
12274003_11,null,64121000_6,4
89748001_34,null,12274003_11,3
308882008,null,,1
70418001,null,,1
48974009,null,,1
111353003_27,null,12274003_11,1
48974009,null,,1
15902003_15,null,64121000_6,3
89748001_35,null,15902003_15,3
308882008,null,,1
70418001,null,,1
48974009,null,,1
62366003_40,null,15902003_15,1
48974009,null,,1
16694003_17,null,15902003_15,1
70418001,null,,1
55617001_10,null,64121000_6,2
62366003_41,null,55617001_10,1
48974009,null,,1
111353003_28,null,55617001_10,1
48974009,null,,1
90489006,null,,1
48658001_6,null,64121000_6,1
90489006,null,,1
786068005_4,null,13200003_3,1
37442009_3,null,13200003_3,2
45485004_6,null,37442009_3,1
67964002_19,null,45485004_6,1
30514008_64,null,67964002_19,1
77987006,null,,1
73481001_7,null,37442009_3,1
67964002_20,null,73481001_7,1
30514008_65,null,67964002_20,1
77987006,null,,1
2783007_23,null,73481001_7,1
35517004_23,null,2783007_23,1
77987006,null,,1
30514008_66,null,2783007_23,1
77987006,null,,1
51868009_11,null,13200003_3,4
1197691004,null,,1
235692002,null,,1
79806007,null,,1
724534002,null,,1
397825006_5,null,13200003_3,7
9829001_15,null,397825006_5,1
19850005_29,null,9829001_15,1
48974009,null,,1
62366003_42,null,9829001_15,1
48974009,null,,1
15902003_16,null,397825006_5,3
89748001_36,null,15902003_16,3
308882008,null,,1
70418001,null,,1
48974009,null,,1
62366003_43,null,15902003_16,1
48974009,null,,1
16694003_18,null,15902003_16,1
70418001,null,,1
73481001_8,null,397825006_5,1
67964002_21,null,73481001_8,1
30514008_67,null,67964002_21,1
77987006,null,,1
2783007_24,null,73481001_8,1
35517004_24,null,2783007_24,1
77987006,null,,1
30514008_68,null,2783007_24,1
77987006,null,,1
79806007,null,,1
16121001_17,null,397825006_5,1
2783007_25,null,16121001_17,1
35517004_25,null,2783007_25,1
77987006,null,,1
30514008_69,null,2783007_25,1
77987006,null,,1
196707000_24,null,16121001_17,1
30514008_70,null,196707000_24,1
77987006,null,,1
235651006_5,null,397825006_5,1
956321981000119108,null,,1
95529005_8,null,397825006_5,5
89748001_37,null,95529005_8,3
308882008,null,,1
70418001,null,,1
48974009,null,,1
67964002_22,null,95529005_8,1
30514008_71,null,67964002_22,1
77987006,null,,1
19850005_30,null,95529005_8,1
48974009,null,,1
415624002_11,null,95529005_8,1
308882008,null,,1
196707000_25,null,95529005_8,1
30514008_72,null,196707000_25,1
77987006,null,,1
500790491000119109,null,,1
52182008_4,null,119291004_2,4
51868009_12,null,52182008_4,4
1197691004,null,,1
235692002,null,,1
79806007,null,,1
724534002,null,,1
3411000119107_6,null,52182008_4,1
79806007,null,,1
29384001_3,null,119291004_2,9
125626004_4,null,29384001_3,1
235674005_7,null,125626004_4,1
9829001_16,null,235674005_7,1
19850005_31,null,9829001_16,1
48974009,null,,1
62366003_44,null,9829001_16,1
48974009,null,,1
61401005_6,null,29384001_3,3
15902003_17,null,61401005_6,3
89748001_38,null,15902003_17,3
308882008,null,,1
70418001,null,,1
48974009,null,,1
62366003_45,null,15902003_17,1
48974009,null,,1
16694003_19,null,15902003_17,1
70418001,null,,1
386211005_4,null,29384001_3,1
13267003_4,null,386211005_4,1
235675006_6,null,13267003_4,1
713704004_7,null,235675006_6,1
713702000,null,,1
717864006_3,null,29384001_3,3
89748001_39,null,717864006_3,3
308882008,null,,1
70418001,null,,1
48974009,null,,1
62366003_46,null,717864006_3,1
48974009,null,,1
16694003_20,null,717864006_3,1
70418001,null,,1
253763002_3,null,29384001_3,1
235675006_7,null,253763002_3,1
713704004_8,null,235675006_7,1
713702000,null,,1
3411000119107_7,null,29384001_3,1
79806007,null,,1
300296006_3,null,29384001_3,8
235674005_8,null,300296006_3,1
9829001_17,null,235674005_8,1
19850005_32,null,9829001_17,1
48974009,null,,1
62366003_47,null,9829001_17,1
48974009,null,,1
126824007_7,null,300296006_3,1
363349007_13,null,126824007_7,1
276811008_15,null,363349007_13,1
448709005_15,null,276811008_15,1
449222008,null,,1
397825006_6,null,300296006_3,7
9829001_18,null,397825006_6,1
19850005_33,null,9829001_18,1
48974009,null,,1
62366003_48,null,9829001_18,1
48974009,null,,1
15902003_18,null,397825006_6,3
89748001_40,null,15902003_18,3
308882008,null,,1
70418001,null,,1
48974009,null,,1
62366003_49,null,15902003_18,1
48974009,null,,1
16694003_21,null,15902003_18,1
70418001,null,,1
73481001_9,null,397825006_6,1
67964002_23,null,73481001_9,1
30514008_73,null,67964002_23,1
77987006,null,,1
2783007_26,null,73481001_9,1
35517004_26,null,2783007_26,1
77987006,null,,1
30514008_74,null,2783007_26,1
77987006,null,,1
79806007,null,,1
16121001_18,null,397825006_6,1
2783007_27,null,16121001_18,1
35517004_27,null,2783007_27,1
77987006,null,,1
30514008_75,null,2783007_27,1
77987006,null,,1
196707000_26,null,16121001_18,1
30514008_76,null,196707000_26,1
77987006,null,,1
235651006_6,null,397825006_6,1
956321981000119108,null,,1
95529005_9,null,397825006_6,5
89748001_41,null,95529005_9,3
308882008,null,,1
70418001,null,,1
48974009,null,,1
67964002_24,null,95529005_9,1
30514008_77,null,67964002_24,1
77987006,null,,1
19850005_34,null,95529005_9,1
48974009,null,,1
415624002_12,null,95529005_9,1
308882008,null,,1
196707000_27,null,95529005_9,1
30514008_78,null,196707000_27,1
77987006,null,,1
500790491000119109,null,,1
254533000_4,null,119291004_2,1
1304123001_6,null,254533000_4,1
363349007_14,null,1304123001_6,1
276811008_16,null,363349007_14,1
448709005_16,null,276811008_16,1
449222008,null,,1
126824007_8,null,254533000_4,1
363349007_15,null,126824007_8,1
276811008_17,null,363349007_15,1
448709005_17,null,276811008_17,1
449222008,null,,1
37657006_3,null,119291004_2,2
300286002_3,null,37657006_3,2
30811009_6,null,300286002_3,2
439955006_9,null,30811009_6,1
40719004,null,,1
16761005_4,null,37657006_3,1
439955006_10,null,16761005_4,1
40719004,null,,1
37372002_4,null,119291004_2,5
61401005_7,null,37372002_4,3
15902003_19,null,61401005_7,3
89748001_42,null,15902003_19,3
308882008,null,,1
70418001,null,,1
48974009,null,,1
62366003_50,null,15902003_19,1
48974009,null,,1
16694003_22,null,15902003_19,1
70418001,null,,1
64121000_7,null,37372002_4,5
12274003_12,null,64121000_7,4
89748001_43,null,12274003_12,3
308882008,null,,1
70418001,null,,1
48974009,null,,1
111353003_29,null,12274003_12,1
48974009,null,,1
15902003_20,null,64121000_7,3
89748001_44,null,15902003_20,3
308882008,null,,1
70418001,null,,1
48974009,null,,1
62366003_51,null,15902003_20,1
48974009,null,,1
16694003_23,null,15902003_20,1
70418001,null,,1
55617001_11,null,64121000_7,2
62366003_52,null,55617001_11,1
48974009,null,,1
111353003_30,null,55617001_11,1
48974009,null,,1
90489006,null,,1
48658001_7,null,64121000_7,1
90489006,null,,1
118938008_1,null,50410009_1,1
41188003_1,null,118938008_1,1
128046007_1,null,41188003_1,1
1172793008,null,,1
18718003_2,null,41188003_1,1
707606004_2,null,18718003_2,1
1172793008,null,,1
105995000_1,null,118938008_1,1
2556008_2,null,105995000_1,1
18718003_3,null,2556008_2,1
707606004_3,null,18718003_3,1
1172793008,null,,1
363080007_1,null,53619000_1,2
63702009,null,,2
128284006_1,null,53619000_1,1
956321981000119108,null,,1
1142281007_1,null,53619000_1,3
89748001_45,null,1142281007_1,3
308882008,null,,1
70418001,null,,1
48974009,null,,1
62366003_53,null,1142281007_1,1
48974009,null,,1
16694003_24,null,1142281007_1,1
70418001,null,,1
282007005_1,null,53619000_1,2
47771009_2,null,282007005_1,2
125626004_5,null,47771009_2,1
235674005_9,null,125626004_5,1
9829001_19,null,235674005_9,1
19850005_35,null,9829001_19,1
48974009,null,,1
62366003_54,null,9829001_19,1
48974009,null,,1
51875005_2,null,47771009_2,2
88169003_5,null,51875005_2,2
12625009_5,null,88169003_5,1
90489006,null,,1
79118000_8,null,88169003_5,1
19850005_36,null,79118000_8,1
48974009,null,,1
111353003_31,null,79118000_8,1
48974009,null,,1
9829001_20,null,88169003_5,1
19850005_37,null,9829001_20,1
48974009,null,,1
62366003_55,null,9829001_20,1
48974009,null,,1
55617001_12,null,88169003_5,2
62366003_56,null,55617001_12,1
48974009,null,,1
111353003_32,null,55617001_12,1
48974009,null,,1
90489006,null,,1
235674005_10,null,51875005_2,1
9829001_21,null,235674005_10,1
19850005_38,null,9829001_21,1
48974009,null,,1
62366003_57,null,9829001_21,1
48974009,null,,1
127321000_1,null,53619000_1,7
196682000_4,null,127321000_1,7
415623008_4,null,196682000_4,2
23649000,null,,1
415624002_13,null,415623008_4,1
308882008,null,,1
45485004_7,null,196682000_4,1
67964002_25,null,45485004_7,1
30514008_79,null,67964002_25,1
77987006,null,,1
79118000_9,null,196682000_4,1
19850005_39,null,79118000_9,1
48974009,null,,1
111353003_33,null,79118000_9,1
48974009,null,,1
12274003_13,null,196682000_4,4
89748001_46,null,12274003_13,3
308882008,null,,1
70418001,null,,1
48974009,null,,1
111353003_34,null,12274003_13,1
48974009,null,,1
95529005_10,null,196682000_4,5
89748001_47,null,95529005_10,3
308882008,null,,1
70418001,null,,1
48974009,null,,1
67964002_26,null,95529005_10,1
30514008_80,null,67964002_26,1
77987006,null,,1
19850005_40,null,95529005_10,1
48974009,null,,1
415624002_14,null,95529005_10,1
308882008,null,,1
196707000_28,null,95529005_10,1
30514008_81,null,196707000_28,1
77987006,null,,1
500790491000119109,null,,1
27719009_3,null,127321000_1,4
12274003_14,null,27719009_3,4
89748001_48,null,12274003_14,3
308882008,null,,1
70418001,null,,1
48974009,null,,1
111353003_35,null,12274003_14,1
48974009,null,,1
128348002_1,null,53619000_1,1
254532005_2,null,128348002_1,1
255077007_2,null,254532005_2,1
363349007_16,null,255077007_2,1
276811008_18,null,363349007_16,1
448709005_18,null,276811008_18,1
449222008,null,,1
126824007_9,null,254532005_2,1
363349007_17,null,126824007_9,1
276811008_19,null,363349007_17,1
448709005_19,null,276811008_19,1
449222008,null,,1
128415001_2,null,128348002_1,1
126768004_3,null,128415001_2,1
428905002_3,null,126768004_3,1
1304123001_7,null,428905002_3,1
363349007_18,null,1304123001_7,1
276811008_20,null,363349007_18,1
448709005_20,null,276811008_20,1
